season,weather,Day,Month,DayPeriod,temp,humidity,windspeed,casual,registered,rented_bikes_count,Year,Profit
Summer,Mist,Monday,May,afternoon,,65.0,12.998,68,450,518,2011,3104.428767123288
Winter,Clear,Tuesday,November,morning,12.3,49.0,12.998,41,189,230,2012,1517.7287671232878
Fall,Mist,Monday,July,afternoon,,45.0,15.0013,66,214,280,2012,2055.228767123288
Winter,Mist,Monday,November,afternoon,,43.0,19.0012,35,325,360,2012,1999.328767123288
Spring,Clear,Saturday,March,morning,9.84,70.0,,4,19,23,2011,150.32876712328766
Winter,Clear,Wednesday,December,evening,,,26.0027,0,16,16,2011,68.62876712328767
Spring,Clear,Friday,March,evening,27.06,44.0,8.9981,58,132,190,2011,1565.0287671232877
Summer,Clear,Tuesday,June,morning,22.14,56.0,19.9995,6,107,113,2011,563.1287671232876
Summer,Mist,Monday,May,morning,,73.0,,64,149,213,2012,1741.3287671232877
Fall,Clear,Wednesday,July,evening,35.26,,15.0013,237,314,551,2012,5426.428767123288
Winter,Clear,Tuesday,October,morning,,67.0,,0,2,2,2012,8.42876712328767
Spring,Clear,Wednesday,March,morning,16.4,43.0,12.998,20,62,82,2011,610.4287671232877
Fall,Mist,Monday,September,morning,27.88,79.0,7.0015,19,35,54,2011,477.1287671232877
Summer,Mist,Monday,June,evening,28.7,,,8,72,80,2012,447.0287671232877
Fall,Mist,Thursday,July,morning,26.24,,8.9981,11,107,118,2011,649.1287671232876
Winter,Clear,Thursday,October,evening,,,,67,467,534,2012,3160.328767123288
Winter,Clear,Monday,November,morning,16.4,76.0,8.9981,1,3,4,2012,29.928767123287678
Spring,Clear,Thursday,January,morning,5.74,63.0,7.0015,0,36,36,2011,154.62876712328767
Winter,Rainy,Saturday,October,afternoon,16.4,76.0,12.998,58,170,228,2011,1728.4287671232876
Summer,Clear,Thursday,June,morning,34.44,49.0,0.0,20,148,168,2011,980.2287671232876
Summer,Mist,Tuesday,April,morning,,50.0,7.0015,11,13,24,2011,244.92876712328768
Fall,Clear,Wednesday,September,morning,20.5,72.0,,4,44,48,2012,257.82876712328766
Summer,Clear,Wednesday,May,afternoon,,,,77,273,350,2012,2498.128767123288
Fall,Mist,Thursday,August,evening,28.7,58.0,11.0014,50,286,336,2012,2089.628767123288
Spring,Clear,Tuesday,March,evening,23.78,56.0,7.0015,44,200,244,2012,1616.6287671232876
Winter,Clear,Tuesday,October,morning,16.4,82.0,,3,109,112,2011,520.1287671232876
Spring,Clear,Wednesday,March,evening,18.86,59.0,19.9995,10,149,159,2012,812.5287671232877
Winter,Mist,Tuesday,November,morning,14.76,81.0,,1,5,6,2011,38.52876712328767
Spring,Mist,Wednesday,January,evening,9.02,,11.0014,7,82,89,2011,472.82876712328766
Spring,Mist,Wednesday,March,afternoon,18.04,54.0,,26,211,237,2011,1354.3287671232877
Fall,Mist,Saturday,September,morning,,69.0,,3,9,12,2011,90.12876712328767
Winter,Mist,Monday,November,evening,16.4,58.0,19.0012,25,381,406,2012,2068.128767123288
Winter,Mist,Friday,December,morning,9.84,65.0,0.0,2,12,14,2011,85.82876712328768
Fall,Mist,Thursday,August,morning,28.7,,,29,369,398,2011,2085.328767123288
Spring,Mist,Wednesday,March,afternoon,16.4,76.0,11.0014,30,121,151,2011,1036.1287671232876
Summer,Clear,Wednesday,June,morning,27.88,36.0,0.0,49,115,164,2011,1337.1287671232876
Winter,Rainy,Wednesday,October,evening,,94.0,6.0032,3,40,43,2011,223.42876712328768
Fall,Clear,Wednesday,July,afternoon,38.54,38.0,,54,116,170,2012,1427.4287671232876
Spring,Clear,Thursday,March,morning,14.76,71.0,,1,11,12,2011,64.32876712328768
Summer,Clear,Tuesday,May,evening,26.24,61.0,30.0026,42,183,225,2011,1509.1287671232876
Fall,Clear,Thursday,September,afternoon,,,16.9979,61,567,628,2011,3487.128767123288
Winter,Clear,Thursday,December,afternoon,,,,31,586,617,2012,3052.828767123288
Spring,Clear,Friday,March,evening,25.42,46.0,,46,103,149,2011,1233.9287671232876
Summer,Clear,Saturday,June,morning,22.14,64.0,11.0014,30,180,210,2012,1289.8287671232877
Winter,Clear,Wednesday,December,evening,12.3,52.0,19.0012,25,243,268,2012,1474.7287671232878
Fall,Mist,Monday,July,morning,29.52,66.0,6.0032,142,96,238,2011,2855.028767123288
Fall,Clear,Friday,August,afternoon,31.16,40.0,,89,376,465,2011,3147.428767123288
Spring,Clear,Sunday,January,morning,,,8.9981,15,78,93,2012,593.2287671232876
Fall,Clear,Tuesday,July,afternoon,38.54,29.0,16.9979,54,160,214,2012,1616.6287671232876
Fall,Mist,Friday,September,morning,,,11.0014,51,715,766,2012,3951.528767123288
Winter,Mist,Monday,October,afternoon,26.24,53.0,,108,365,473,2011,3426.928767123288
Winter,Rainy,Wednesday,December,afternoon,17.22,,15.0013,5,25,30,2011,193.3287671232877
Summer,Clear,Sunday,April,evening,21.32,36.0,,44,97,141,2011,1173.7287671232878
Winter,Clear,Monday,October,morning,22.96,49.0,12.998,0,2,2,2011,8.42876712328767
Winter,Mist,Monday,October,afternoon,,43.0,,51,193,244,2012,1706.9287671232876
Winter,Mist,Saturday,December,morning,10.66,81.0,0.0,3,47,50,2012,253.52876712328765
Fall,Mist,Saturday,August,afternoon,32.8,,,227,304,531,2012,5211.428767123288
Spring,Mist,Sunday,January,morning,14.76,66.0,,20,73,93,2011,657.7287671232876
Fall,Clear,Saturday,September,evening,27.06,69.0,,78,167,245,2011,2059.528767123288
Fall,Clear,Saturday,August,morning,29.52,74.0,,97,163,260,2011,2369.128767123288
Winter,Mist,Thursday,November,morning,16.4,87.0,,1,10,11,2011,60.02876712328767
Summer,Mist,Sunday,April,afternoon,22.14,32.0,35.0008,179,209,388,2011,3977.328767123288
Winter,Clear,Monday,December,morning,,61.0,22.0028,13,128,141,2011,773.8287671232877
Winter,Mist,Sunday,October,evening,14.76,76.0,,16,71,87,2011,580.3287671232877
Winter,Mist,Sunday,November,morning,14.76,77.0,0.0,94,179,273,2012,2386.328767123288
Summer,Clear,Sunday,May,afternoon,27.06,69.0,,206,253,459,2011,4630.928767123288
Spring,Clear,Friday,February,evening,25.42,29.0,,16,146,162,2011,902.8287671232875
Summer,Clear,Saturday,June,afternoon,26.24,38.0,16.9979,275,369,644,2012,6316.528767123287
Summer,Clear,Wednesday,April,evening,17.22,67.0,12.998,10,89,99,2011,554.5287671232877
Summer,Clear,Sunday,April,evening,,,,9,22,31,2011,249.22876712328767
Winter,Clear,Tuesday,October,morning,21.32,,6.0032,9,114,123,2011,644.8287671232877
Fall,Clear,Wednesday,August,morning,26.24,78.0,,1,4,5,2011,34.22876712328767
Spring,Mist,Tuesday,January,morning,7.38,93.0,,3,219,222,2012,993.1287671232876
Summer,Rainy,Wednesday,April,morning,15.58,94.0,,6,158,164,2011,782.4287671232877
Fall,Clear,Wednesday,August,morning,,,,8,52,60,2012,361.0287671232877
Spring,Clear,Friday,March,evening,14.76,87.0,,2,99,101,2012,459.9287671232877
Fall,Rainy,Wednesday,July,afternoon,33.62,46.0,,27,89,116,2011,846.9287671232877
Summer,Clear,Thursday,May,evening,,,12.998,39,141,180,2011,1276.9287671232876
Summer,Mist,Sunday,April,morning,15.58,87.0,8.9981,5,11,16,2011,133.12876712328767
Winter,Mist,Monday,October,afternoon,17.22,66.0,16.9979,81,416,497,2012,3181.828767123288
Spring,Mist,Friday,February,afternoon,13.12,,,12,62,74,2011,472.82876712328766
Summer,Mist,Sunday,April,evening,,42.0,,13,70,83,2011,524.4287671232877
Winter,Clear,Thursday,December,evening,10.66,,7.0015,5,170,175,2011,816.8287671232877
Fall,Clear,Friday,September,evening,27.06,89.0,,33,316,349,2011,1926.228767123288
Summer,Rainy,Saturday,May,morning,,94.0,,16,72,88,2011,584.6287671232876
Fall,Clear,Sunday,July,morning,26.24,69.0,12.998,16,86,102,2011,644.8287671232877
Spring,Clear,Wednesday,February,morning,4.1,42.0,0.0,1,198,199,2011,868.4287671232877
Fall,Clear,Wednesday,August,evening,28.7,61.0,,124,525,649,2012,4390.128767123288
Summer,Clear,Sunday,June,morning,,,8.9981,21,100,121,2012,791.0287671232877
Fall,Clear,Thursday,August,afternoon,31.98,62.0,,68,202,270,2012,2038.028767123288
Fall,Rainy,Wednesday,August,afternoon,31.16,62.0,15.0013,105,786,891,2012,5185.628767123288
Spring,Mist,Wednesday,February,morning,9.84,70.0,0.0,3,95,98,2012,459.9287671232877
Spring,Clear,Sunday,March,morning,13.12,,,64,192,256,2012,1926.228767123288
Fall,Clear,Thursday,August,afternoon,32.8,,19.9995,52,126,178,2011,1436.0287671232877
Fall,Clear,Friday,September,evening,25.42,,6.0032,35,113,148,2011,1087.7287671232878
Spring,Clear,Sunday,March,evening,16.4,,12.998,13,81,94,2012,571.7287671232876
Winter,Clear,Thursday,November,morning,11.48,,26.0027,12,411,423,2012,1973.528767123288
Spring,Mist,Tuesday,February,afternoon,9.84,81.0,7.0015,3,165,168,2011,760.9287671232877
Spring,Clear,Sunday,January,evening,,46.0,19.9995,5,10,15,2011,128.82876712328766
Spring,Clear,Tuesday,February,morning,10.66,56.0,0.0,1,89,90,2012,399.7287671232877
Summer,Clear,Friday,May,morning,,50.0,16.9979,6,345,351,2012,1586.5287671232877
Winter,Clear,Thursday,December,morning,12.3,52.0,22.0028,9,215,224,2011,1079.1287671232876
Spring,Mist,Saturday,March,morning,12.3,100.0,,11,34,45,2011,335.22876712328764
Fall,Clear,Sunday,August,afternoon,31.16,,,235,342,577,2012,5512.428767123288
Spring,Rainy,Wednesday,January,morning,12.3,81.0,,4,51,55,2012,287.9287671232877
Winter,Clear,Friday,November,morning,13.94,53.0,16.9979,10,56,66,2011,412.6287671232877
Fall,Clear,Tuesday,August,evening,29.52,79.0,,18,120,138,2012,825.4287671232877
Spring,Clear,Sunday,March,afternoon,,,,212,289,501,2012,4888.928767123288
Fall,Clear,Wednesday,July,morning,31.16,55.0,,2,3,5,2011,47.12876712328767
Fall,Mist,Sunday,September,morning,27.06,89.0,,2,13,15,2012,90.12876712328767
Spring,Mist,Thursday,February,morning,12.3,,8.9981,3,285,288,2012,1276.9287671232876
Winter,Mist,Friday,November,morning,,41.0,22.0028,48,214,262,2012,1745.6287671232876
Winter,Clear,Saturday,December,afternoon,13.94,34.0,27.9993,47,239,286,2011,1835.928767123288
Winter,Mist,Monday,December,morning,14.76,,6.0032,9,78,87,2011,490.0287671232877
Spring,Clear,Wednesday,March,afternoon,21.32,36.0,,38,137,175,2012,1242.5287671232877
Winter,Mist,Thursday,November,afternoon,,49.0,30.0026,15,109,124,2011,726.5287671232877
Winter,Rainy,Monday,October,afternoon,22.14,,8.9981,52,540,592,2012,3216.228767123288
Winter,Mist,Wednesday,October,morning,18.86,88.0,6.0032,3,172,175,2012,791.0287671232877
Winter,Clear,Tuesday,December,evening,15.58,46.0,,19,334,353,2012,1762.8287671232877
Spring,Clear,Sunday,March,evening,,,32.9975,12,120,132,2012,722.2287671232876
Spring,Clear,Thursday,March,afternoon,,45.0,7.0015,32,87,119,2011,924.3287671232875
Fall,Clear,Sunday,August,afternoon,30.34,66.0,,125,222,347,2011,3104.428767123288
Fall,Clear,Thursday,July,afternoon,35.26,41.0,16.9979,39,121,160,2011,1190.9287671232876
Spring,Clear,Monday,February,evening,11.48,,0.0,2,34,36,2012,180.42876712328768
Fall,Clear,Friday,July,afternoon,,36.0,15.0013,111,381,492,2012,3547.328767123288
Winter,Mist,Monday,December,morning,6.56,,,7,378,385,2011,1745.6287671232876
Winter,Clear,Saturday,November,evening,13.94,53.0,7.0015,31,135,166,2012,1113.5287671232877
Summer,Clear,Tuesday,April,afternoon,22.96,52.0,19.9995,30,162,192,2011,1212.4287671232876
Fall,Clear,Friday,August,afternoon,,62.0,,88,552,640,2012,3887.028767123288
Winter,Clear,Thursday,October,afternoon,,44.0,11.0014,64,628,692,2012,3801.028767123288
Winter,Clear,Saturday,November,afternoon,16.4,,15.0013,128,207,335,2011,3091.528767123288
Summer,Mist,Wednesday,May,morning,,59.0,,4,16,20,2011,137.42876712328766
Winter,Clear,Wednesday,October,afternoon,28.7,65.0,0.0,54,756,810,2012,4179.428767123288
Spring,Clear,Thursday,February,morning,9.84,87.0,,2,10,12,2012,77.22876712328768
Spring,Clear,Monday,February,morning,5.74,50.0,8.9981,1,70,71,2012,318.02876712328765
Winter,Clear,Tuesday,December,evening,,49.0,,7,154,161,2011,782.4287671232877
Fall,Clear,Thursday,September,afternoon,30.34,,,42,228,270,2012,1702.6287671232876
Spring,Clear,Tuesday,January,morning,,55.0,,0,5,5,2012,21.328767123287676
Fall,Clear,Tuesday,July,evening,,,19.0012,42,295,337,2011,1990.728767123288
Summer,Clear,Saturday,April,morning,17.22,,,59,206,265,2012,1900.428767123288
Summer,Clear,Monday,April,evening,23.78,60.0,,16,38,54,2011,438.4287671232877
Winter,Clear,Thursday,December,morning,9.84,48.0,12.998,19,257,276,2012,1431.7287671232878
Fall,Clear,Monday,August,morning,26.24,69.0,7.0015,3,33,36,2012,193.3287671232877
Summer,Clear,Friday,May,morning,21.32,59.0,,49,696,745,2012,3835.428767123288
Winter,Clear,Saturday,November,morning,10.66,,7.0015,14,57,71,2012,485.7287671232877
Fall,Clear,Wednesday,September,evening,19.68,67.0,6.0032,17,106,123,2012,748.0287671232877
Spring,Clear,Tuesday,March,morning,10.66,41.0,,11,140,151,2011,791.0287671232877
Spring,Clear,Monday,February,morning,11.48,28.0,22.0028,7,111,118,2012,597.5287671232877
Winter,Clear,Thursday,October,morning,18.04,88.0,,0,5,5,2012,21.328767123287676
Summer,Rainy,Wednesday,May,evening,19.68,82.0,,8,47,55,2012,339.52876712328765
Winter,Clear,Tuesday,November,evening,13.94,87.0,,11,61,72,2011,451.32876712328766
Summer,Clear,Saturday,May,morning,18.86,,,1,11,12,2012,64.32876712328768
Fall,Clear,Thursday,September,morning,,61.0,,63,149,212,2012,1724.1287671232876
Fall,Clear,Tuesday,August,evening,30.34,51.0,0.0,48,232,280,2011,1823.028767123288
Winter,Mist,Sunday,December,afternoon,,76.0,8.9981,50,260,310,2012,1977.828767123288
Fall,Clear,Friday,July,evening,26.24,61.0,,41,126,167,2011,1246.8287671232877
Spring,Rainy,Tuesday,January,morning,12.3,87.0,,1,61,62,2012,279.32876712328766
Spring,Mist,Friday,February,morning,11.48,,7.0015,0,1,1,2012,4.128767123287672
Summer,Mist,Saturday,May,afternoon,,88.0,,88,216,304,2011,2442.228767123288
Winter,Mist,Sunday,December,evening,14.76,100.0,,10,86,96,2012,541.6287671232876
Spring,Mist,Wednesday,March,afternoon,,76.0,,12,176,188,2011,963.0287671232876
Winter,Mist,Saturday,December,afternoon,13.94,76.0,0.0,123,386,509,2012,3775.228767123288
Fall,Clear,Monday,August,afternoon,32.8,,,116,348,464,2012,3491.428767123288
Spring,Mist,Tuesday,February,morning,12.3,,0.0,0,3,3,2012,12.728767123287671
Fall,Mist,Tuesday,August,morning,28.7,74.0,,44,283,327,2012,1973.528767123288
Spring,Clear,Tuesday,February,morning,,,23.9994,10,213,223,2011,1087.7287671232878
Summer,Clear,Monday,April,afternoon,24.6,46.0,19.0012,40,165,205,2011,1397.3287671232877
Spring,Clear,Saturday,January,afternoon,11.48,38.0,,21,80,101,2011,705.0287671232877
Spring,Mist,Sunday,March,morning,,94.0,,10,69,79,2011,468.5287671232877
Fall,Clear,Sunday,July,morning,35.26,50.0,7.0015,70,172,242,2012,1943.428767123288
Spring,Clear,Wednesday,February,morning,,38.0,,1,2,3,2011,25.628767123287677
Summer,Clear,Thursday,May,afternoon,26.24,65.0,12.998,33,171,204,2012,1302.7287671232878
Fall,Clear,Wednesday,September,afternoon,31.16,,,87,512,599,2011,3697.828767123288
Fall,Mist,Sunday,July,morning,27.88,,11.0014,29,86,115,2012,868.4287671232877
Summer,Mist,Wednesday,May,morning,24.6,83.0,,28,594,622,2012,3035.628767123288
Summer,Clear,Saturday,April,morning,15.58,66.0,,3,53,56,2012,279.32876712328766
Summer,Clear,Sunday,April,evening,20.5,36.0,15.0013,33,85,118,2012,932.9287671232876
Winter,Clear,Friday,December,morning,,,,0,1,1,2011,4.128767123287672
Fall,Clear,Tuesday,August,afternoon,32.8,55.0,12.998,97,488,585,2011,3766.628767123288
Fall,Clear,Tuesday,August,morning,26.24,69.0,,4,12,16,2011,120.22876712328768
Winter,Mist,Thursday,November,morning,17.22,,16.9979,2,22,24,2011,128.82876712328766
Winter,Clear,Wednesday,December,morning,10.66,75.0,0.0,0,4,4,2011,17.028767123287672
Summer,Clear,Thursday,May,afternoon,29.52,58.0,8.9981,64,642,706,2012,3861.228767123288
Summer,Clear,Sunday,May,afternoon,27.88,44.0,23.9994,129,260,389,2012,3336.628767123288
Fall,Clear,Friday,August,evening,29.52,42.0,15.0013,77,210,287,2011,2227.228767123288
Fall,Clear,Thursday,September,afternoon,27.88,,,108,744,852,2012,5056.628767123288
Spring,Mist,Tuesday,January,morning,13.94,,7.0015,2,73,75,2012,348.1287671232877
Spring,Clear,Sunday,January,evening,6.56,,11.0014,9,101,110,2012,588.9287671232877
Fall,Clear,Tuesday,July,morning,27.06,69.0,0.0,1,19,20,2011,98.72876712328768
Summer,Clear,Friday,June,morning,,94.0,7.0015,1,5,6,2011,38.52876712328767
Summer,Mist,Sunday,May,morning,,,6.0032,207,351,558,2012,5069.528767123287
Fall,Clear,Sunday,August,evening,28.7,84.0,7.0015,53,140,193,2012,1513.4287671232876
Summer,Clear,Friday,June,morning,26.24,53.0,15.0013,0,34,34,2012,146.02876712328765
Fall,Clear,Thursday,September,afternoon,29.52,,6.0032,50,169,219,2011,1586.5287671232877
Winter,Clear,Sunday,November,morning,10.66,,7.0015,4,24,28,2011,171.82876712328766
Summer,Clear,Sunday,May,afternoon,24.6,46.0,7.0015,122,263,385,2011,3229.128767123288
Summer,Clear,Thursday,April,evening,21.32,59.0,,29,219,248,2012,1440.3287671232877
Summer,Clear,Sunday,April,morning,16.4,,,0,7,7,2012,29.928767123287678
Summer,Clear,Sunday,June,morning,,46.0,12.998,70,230,300,2012,2192.828767123288
Spring,Mist,Saturday,February,evening,,43.0,,1,62,63,2012,283.6287671232877
Winter,Mist,Saturday,October,morning,18.04,62.0,,1,4,5,2011,34.22876712328767
Summer,Mist,Friday,May,afternoon,26.24,73.0,0.0,71,207,278,2012,2111.128767123288
Winter,Clear,Saturday,November,morning,,52.0,,7,24,31,2011,223.42876712328768
Summer,Mist,Monday,June,evening,25.42,73.0,6.0032,52,411,463,2012,2661.528767123288
Spring,Mist,Thursday,March,afternoon,27.06,41.0,,62,211,273,2012,1973.528767123288
Fall,Mist,Thursday,September,morning,25.42,78.0,12.998,17,321,338,2011,1672.5287671232877
Winter,Mist,Friday,December,evening,11.48,81.0,,6,88,94,2011,481.4287671232877
Winter,Mist,Monday,November,morning,14.76,,19.9995,13,650,663,2012,3018.428767123288
Spring,Clear,Saturday,February,morning,4.92,,0.0,3,7,10,2011,81.52876712328768
Spring,Rainy,Thursday,February,afternoon,13.94,,16.9979,2,62,64,2012,300.82876712328766
Winter,Clear,Monday,November,morning,18.86,59.0,19.0012,8,22,30,2011,232.02876712328765
Summer,Clear,Saturday,June,morning,,74.0,,4,12,16,2011,120.22876712328768
Spring,Clear,Monday,March,afternoon,12.3,,19.9995,30,180,210,2012,1289.8287671232877
Fall,Clear,Wednesday,August,morning,27.06,74.0,7.0015,1,10,11,2012,60.02876712328767
Winter,Clear,Friday,December,evening,13.12,53.0,,7,95,102,2011,528.7287671232876
Fall,Clear,Saturday,August,morning,31.16,58.0,15.0013,214,332,546,2012,5108.228767123287
Fall,Mist,Friday,September,evening,20.5,,11.0014,59,256,315,2011,2115.428767123288
Fall,Mist,Sunday,July,morning,31.98,62.0,7.0015,36,106,142,2012,1074.8287671232877
Spring,Rainy,Friday,March,evening,14.76,,,12,162,174,2012,902.8287671232875
Summer,Clear,Wednesday,May,morning,19.68,77.0,16.9979,21,421,442,2011,2171.328767123288
Summer,Mist,Sunday,May,afternoon,25.42,61.0,,131,332,463,2012,3680.628767123288
Summer,Mist,Tuesday,April,afternoon,,82.0,19.0012,16,28,44,2011,395.4287671232877
Winter,Clear,Saturday,November,morning,,58.0,7.0015,143,323,466,2012,3848.328767123288
Spring,Mist,Friday,March,evening,18.04,94.0,,8,144,152,2012,756.6287671232876
Fall,Clear,Tuesday,August,morning,29.52,,0.0,0,3,3,2011,12.728767123287671
Spring,Clear,Tuesday,March,morning,8.2,69.0,7.0015,2,8,10,2011,68.62876712328767
Summer,Clear,Friday,May,afternoon,26.24,23.0,16.9979,102,677,779,2012,4665.328767123287
Spring,Mist,Friday,February,morning,,100.0,0.0,4,516,520,2012,2287.428767123288
Fall,Clear,Sunday,September,morning,22.96,,,20,104,124,2012,791.0287671232877
Spring,Mist,Thursday,February,morning,,67.0,8.9981,0,2,2,2012,8.42876712328767
Summer,Clear,Wednesday,May,afternoon,,,15.0013,97,749,846,2012,4888.928767123288
Winter,Clear,Sunday,December,morning,,,,0,5,5,2011,21.328767123287676
Spring,Clear,Tuesday,February,morning,,52.0,0.0,0,3,3,2012,12.728767123287671
Spring,Clear,Wednesday,February,afternoon,18.86,28.0,19.0012,11,244,255,2011,1238.2287671232878
Fall,Clear,Saturday,September,afternoon,29.52,70.0,11.0014,187,201,388,2011,4080.528767123288
Spring,Clear,Monday,January,morning,,,11.0014,0,3,3,2012,12.728767123287671
